user_id,segment,cylinder_size_kg,signup_timestamp,subscription_status,account_lifecycle_status,user_latitude,user_longitude,launch_zone,state
USR_20023,Household,12.5,2026-02-22,Premium Paid,Active,6.421972476195909,3.420225698570887,Lekki Phase 1,Lagos
USR_20024,Household,12.5,2026-03-25,Free Tier,Active,6.55317702731304,3.4003802208842715,Gbagada Estate,Lagos
USR_20025,Household,12.5,2026-01-31,Free Tier,Active,6.419534706874948,3.4164351723480104,Lekki Phase 1,Lagos
USR_20026,Household,12.5,2026-03-10,Free Tier,Retained,6.562829807738378,3.4065682021453716,Gbagada Estate,Lagos
USR_20027,Household,12.5,2026-03-29,Free Tier,Active,6.559825812948113,3.3887880249123645,Gbagada Estate,Lagos
USR_20028,Household,12.5,2026-04-14,Free Tier,Active,6.550740135369922,3.400959174706858,Gbagada Estate,Lagos
USR_20029,Household,6.0,2026-04-28,Free Tier,Active,6.549703804235469,3.4065917339010756,Gbagada Estate,Lagos
USR_20030,Household,6.0,2026-02-02,Free Tier,Active,6.625777789236649,3.3676381343463286,Magodo Phase 2,Lagos
USR_20031,Household,6.0,2026-03-13,Free Tier,Active,6.436280111776714,3.4310553331635245,Lekki Phase 1,Lagos
USR_20032,Household,6.0,2026-03-29,Free Tier,Active,6.6146542483678346,3.376847204697226,Magodo Phase 2,Lagos
USR_20033,Business,25.0,2026-02-19,Free Tier,Active,6.550267285644283,3.3962567815296283,Gbagada Estate,Lagos
USR_20034,Business,25.0,2026-03-25,Free Tier,Active,6.6166930243591064,3.377761442040248,Magodo Phase 2,Lagos
USR_20035,Household,12.5,2026-01-16,Premium Paid,Active,6.437259587064977,3.4219614520054322,Lekki Phase 1,Lagos
USR_20036,Household,12.5,2026-04-24,Premium Paid,Active,6.41975829162789,3.424300026669548,Lekki Phase 1,Lagos
USR_20037,Household,12.5,2026-04-26,Free Tier,Retained,6.551004459889025,3.405518503791826,Gbagada Estate,Lagos
USR_20038,Household,6.0,2026-03-17,Premium Paid,Active,6.62179356296633,3.3700567921788447,Magodo Phase 2,Lagos
USR_20039,Household,6.0,2026-03-18,Free Tier,Active,6.616922112453823,3.3815752836144233,Magodo Phase 2,Lagos
USR_20040,Household,6.0,2026-04-19,Free Tier,Active,6.618411751966147,3.381544667883184,Magodo Phase 2,Lagos
USR_20041,Household,12.5,2026-04-16,Premium Paid,Retained,6.422217746215332,3.418333727374026,Lekki Phase 1,Lagos
USR_20042,Household,6.0,2026-02-08,Free Tier,Active,6.427409739448794,3.430763916993869,Lekki Phase 1,Lagos
USR_20043,Business,25.0,2026-03-30,Free Tier,Active,6.631734628495076,3.3703374375084456,Magodo Phase 2,Lagos
USR_20044,Household,12.5,2026-02-15,Free Tier,Active,6.425264380824861,3.414887987769075,Lekki Phase 1,Lagos
USR_20045,Household,12.5,2026-04-06,Free Tier,Active,6.42829970158627,3.4211116510138933,Lekki Phase 1,Lagos
USR_20046,Household,6.0,2026-03-29,Free Tier,Active,6.631115203249014,3.3848001075558214,Magodo Phase 2,Lagos
USR_20047,Household,12.5,2026-04-22,Free Tier,Active,6.425771347820145,3.4217347588603797,Lekki Phase 1,Lagos
USR_20048,Household,12.5,2026-02-16,Premium Paid,Active,6.631024724982923,3.382334156154901,Magodo Phase 2,Lagos
USR_20049,Household,12.5,2026-02-13,Free Tier,Active,6.613173126226893,3.3726011912836715,Magodo Phase 2,Lagos
USR_20050,Business,50.0,2026-01-09,Free Tier,Active,6.5526354848387225,3.3929943256736648,Gbagada Estate,Lagos
USR_20051,Household,6.0,2026-04-14,Free Tier,Active,6.617091432317919,3.3669556901319133,Magodo Phase 2,Lagos
USR_20052,Business,25.0,2026-04-24,Free Tier,Active,6.430967394501395,3.4171502058096634,Lekki Phase 1,Lagos
USR_20053,Business,50.0,2026-03-28,Free Tier,Active,6.5452469435686265,3.393019586210561,Gbagada Estate,Lagos
USR_20054,Household,12.5,2026-02-19,Premium Paid,Active,6.629138279056723,3.3832297836329306,Magodo Phase 2,Lagos
USR_20055,Business,25.0,2026-03-18,Premium Paid,Retained,6.553861324903866,3.396721413408174,Gbagada Estate,Lagos
USR_20056,Household,12.5,2026-03-01,Free Tier,Active,6.437657073870035,3.4159112931917615,Lekki Phase 1,Lagos
USR_20057,Household,12.5,2026-04-06,Free Tier,Active,6.617407185657092,3.372037343540728,Magodo Phase 2,Lagos
USR_20058,Household,12.5,2026-04-24,Free Tier,Active,6.4215551463656215,3.4194873119640836,Lekki Phase 1,Lagos
USR_20059,Household,12.5,2026-01-15,Free Tier,Retained,6.562416684539795,3.4007069568125714,Gbagada Estate,Lagos
USR_20060,Household,12.5,2026-02-05,Free Tier,Active,6.621338930972246,3.384888215891424,Magodo Phase 2,Lagos
USR_20061,Household,6.0,2026-04-23,Premium Paid,Active,6.545169284649516,3.3926055235580375,Gbagada Estate,Lagos
USR_20062,Household,12.5,2026-03-04,Free Tier,Active,6.555517772102035,3.4007110524638637,Gbagada Estate,Lagos
USR_20063,Household,6.0,2026-03-10,Free Tier,Active,6.613891150131252,3.3742607751581426,Magodo Phase 2,Lagos
USR_20064,Household,6.0,2026-03-27,Free Tier,Active,6.5571830792966175,3.402361410928068,Gbagada Estate,Lagos
USR_20065,Household,12.5,2026-03-21,Free Tier,Active,6.430862798050325,3.4183112644872184,Lekki Phase 1,Lagos
USR_20066,Household,6.0,2026-02-10,Free Tier,Active,6.546070402471958,3.396942248928387,Gbagada Estate,Lagos
USR_20067,Household,6.0,2026-03-15,Premium Paid,Retained,6.420675088747361,3.4308524731704133,Lekki Phase 1,Lagos
USR_20068,Household,6.0,2026-01-24,Free Tier,Active,6.427603417320452,3.4182451834871372,Lekki Phase 1,Lagos
USR_20069,Business,50.0,2026-03-23,Free Tier,Active,6.559526081422378,3.3983589718516454,Gbagada Estate,Lagos
USR_20070,Household,12.5,2026-02-18,Free Tier,Active,6.424300680480249,3.428139354847816,Lekki Phase 1,Lagos
USR_20071,Household,12.5,2026-01-18,Premium Paid,Active,6.630443043020023,3.3796601633257732,Magodo Phase 2,Lagos
USR_20072,Household,6.0,2026-01-07,Free Tier,Active,6.419039288448153,3.4232264576033304,Lekki Phase 1,Lagos
USR_20073,Household,12.5,2026-01-04,Free Tier,Active,6.433365898239946,3.4146300602416715,Lekki Phase 1,Lagos
USR_20074,Household,12.5,2026-03-31,Premium Paid,Active,6.422673415027692,3.4295499021013627,Lekki Phase 1,Lagos
USR_20075,Household,6.0,2026-03-10,Premium Paid,Active,6.613502434437062,3.3812545427565195,Magodo Phase 2,Lagos
USR_20076,Household,12.5,2026-03-01,Premium Paid,Retained,6.6225754658502884,3.375135443176792,Magodo Phase 2,Lagos
USR_20077,Household,6.0,2026-02-24,Free Tier,Active,6.613241930649898,3.3825879646193298,Magodo Phase 2,Lagos
USR_20078,Household,12.5,2026-01-16,Free Tier,Active,6.551396498012731,3.3992153126260107,Gbagada Estate,Lagos
USR_20079,Household,12.5,2026-04-09,Free Tier,Retained,6.626646013726713,3.380252591528758,Magodo Phase 2,Lagos
USR_20080,Business,50.0,2026-03-31,Premium Paid,Active,6.437219601176521,3.422526799064732,Lekki Phase 1,Lagos
USR_20081,Household,6.0,2026-03-23,Free Tier,Active,6.621094391019488,3.385274072529834,Magodo Phase 2,Lagos
USR_20082,Household,12.5,2026-01-29,Free Tier,Active,6.62594220470051,3.372163007125531,Magodo Phase 2,Lagos
USR_20083,Household,12.5,2026-01-23,Free Tier,Active,6.420629284908071,3.4287510900293037,Lekki Phase 1,Lagos
USR_20084,Household,12.5,2026-04-27,Free Tier,Active,6.551443632055883,3.4016093944272887,Gbagada Estate,Lagos
USR_20085,Household,12.5,2026-01-14,Premium Paid,Active,6.622516328387318,3.3701785955959007,Magodo Phase 2,Lagos
USR_20086,Household,12.5,2026-03-20,Free Tier,Active,6.556233732172409,3.3896136613790135,Gbagada Estate,Lagos
USR_20087,Household,6.0,2026-02-18,Free Tier,Active,6.552466849197423,3.3993322987932735,Gbagada Estate,Lagos
USR_20088,Business,50.0,2026-02-02,Free Tier,Active,6.552920939482371,3.40337344350502,Gbagada Estate,Lagos
USR_20089,Household,12.5,2026-01-25,Free Tier,Active,6.434658499090906,3.4273248614806633,Lekki Phase 1,Lagos
USR_20090,Household,12.5,2026-01-21,Free Tier,Active,6.544976258956236,3.3922825754089194,Gbagada Estate,Lagos
USR_20091,Household,6.0,2026-01-17,Free Tier,Retained,6.554932150185275,3.407096440808876,Gbagada Estate,Lagos
USR_20092,Household,12.5,2026-01-23,Premium Paid,Active,6.434799135501042,3.428750690167036,Lekki Phase 1,Lagos
USR_20093,Household,6.0,2026-02-26,Premium Paid,Active,6.550264163875194,3.396988957941574,Gbagada Estate,Lagos
USR_20094,Household,12.5,2026-04-17,Free Tier,Active,6.553614118946318,3.3915474316669982,Gbagada Estate,Lagos
USR_20095,Household,12.5,2026-03-22,Free Tier,Active,6.418721362604889,3.4308380579892104,Lekki Phase 1,Lagos
USR_20096,Household,12.5,2026-02-27,Free Tier,Retained,6.42291425171327,3.4166989780744728,Lekki Phase 1,Lagos
USR_20097,Household,6.0,2026-01-14,Premium Paid,Active,6.614767581075375,3.3847701550388756,Magodo Phase 2,Lagos
USR_20098,Household,12.5,2026-04-03,Premium Paid,Active,6.624694742298796,3.379540737142507,Magodo Phase 2,Lagos
USR_20099,Household,6.0,2026-01-20,Free Tier,Active,6.631331537745261,3.3731124033780158,Magodo Phase 2,Lagos
USR_20100,Household,6.0,2026-01-30,Premium Paid,Active,6.556630146222761,3.3891759890945776,Gbagada Estate,Lagos
USR_20101,Household,12.5,2026-01-19,Free Tier,Active,6.547935450564623,3.405024916101799,Gbagada Estate,Lagos
USR_20102,Household,12.5,2026-02-22,Premium Paid,Suspended,6.559535367126767,3.395412853829143,Gbagada Estate,Lagos
USR_20103,Household,12.5,2026-04-13,Free Tier,Active,6.425636212555484,3.4225710886710714,Lekki Phase 1,Lagos
USR_20104,Business,50.0,2026-02-25,Premium Paid,Active,6.544204820093703,3.393224886720761,Gbagada Estate,Lagos
USR_20105,Household,12.5,2026-03-18,Free Tier,Active,6.617264636172164,3.3712096589349954,Magodo Phase 2,Lagos
USR_20106,Household,12.5,2026-03-23,Premium Paid,Active,6.434218116850668,3.417493477130929,Lekki Phase 1,Lagos
USR_20107,Household,6.0,2026-01-23,Free Tier,Active,6.421930426441003,3.4219852692158605,Lekki Phase 1,Lagos
USR_20108,Household,12.5,2026-03-03,Premium Paid,Active,6.435412900727455,3.41672699407675,Lekki Phase 1,Lagos
USR_20109,Household,12.5,2026-04-20,Free Tier,Active,6.614670724855856,3.3733280947169932,Magodo Phase 2,Lagos
USR_20110,Household,6.0,2026-02-02,Free Tier,Active,6.628053036491299,3.377213810893896,Magodo Phase 2,Lagos
USR_20111,Household,6.0,2026-04-13,Free Tier,Active,6.629435867391487,3.3853918429521848,Magodo Phase 2,Lagos
USR_20112,Business,25.0,2026-04-14,Free Tier,Active,6.4339532495350324,3.423976061576875,Lekki Phase 1,Lagos
USR_20113,Household,6.0,2026-01-18,Free Tier,Active,6.427966831761047,3.4127013817269654,Lekki Phase 1,Lagos
USR_20114,Household,6.0,2026-03-14,Free Tier,Active,6.56388643957628,3.396069622451501,Gbagada Estate,Lagos
USR_20115,Business,25.0,2026-02-02,Free Tier,Active,6.547244564278337,3.401734177107929,Gbagada Estate,Lagos
USR_20116,Household,12.5,2026-02-01,Free Tier,Active,6.618785765781909,3.377915565418621,Magodo Phase 2,Lagos
USR_20117,Household,12.5,2026-03-02,Free Tier,Active,6.4298353581568914,3.420814596418057,Lekki Phase 1,Lagos
USR_20118,Business,25.0,2026-02-23,Free Tier,Active,6.560922372310901,3.393699341231109,Gbagada Estate,Lagos
USR_20119,Household,12.5,2026-01-17,Free Tier,Active,6.6220726518323545,3.3769538425718193,Magodo Phase 2,Lagos
USR_20120,Household,12.5,2026-01-19,Free Tier,Active,6.626372494415346,3.3818794370101117,Magodo Phase 2,Lagos
USR_20121,Business,50.0,2026-04-01,Premium Paid,Active,6.552096145657565,3.401320938881932,Gbagada Estate,Lagos
USR_20122,Household,6.0,2026-03-11,Free Tier,Active,6.61611221906137,3.3848529620108496,Magodo Phase 2,Lagos
USR_20123,Household,12.5,2026-04-09,Free Tier,Active,6.42576117612842,3.4264904284395286,Lekki Phase 1,Lagos
USR_20124,Household,12.5,2026-04-30,Premium Paid,Active,6.613506821637643,3.370303742858096,Magodo Phase 2,Lagos
USR_20125,Household,12.5,2026-04-11,Free Tier,Active,6.427841650886471,3.429465049354647,Lekki Phase 1,Lagos
USR_20126,Household,6.0,2026-02-03,Premium Paid,Active,6.428645102999013,3.4304974096458776,Lekki Phase 1,Lagos
USR_20127,Business,25.0,2026-03-25,Free Tier,Active,6.553875937931656,3.398208981934719,Gbagada Estate,Lagos
USR_20128,Household,12.5,2026-01-25,Premium Paid,Retained,6.546594935770011,3.4044531248830445,Gbagada Estate,Lagos
USR_20129,Household,12.5,2026-03-09,Free Tier,Active,6.549139308249341,3.4063922497874466,Gbagada Estate,Lagos
USR_20130,Household,6.0,2026-03-15,Free Tier,Active,6.631316484406608,3.385066202237483,Magodo Phase 2,Lagos
USR_20131,Household,6.0,2026-03-15,Free Tier,Active,6.554604609782062,3.401941875695673,Gbagada Estate,Lagos
USR_20132,Household,12.5,2026-03-29,Free Tier,Suspended,6.559770317601233,3.3910202923730095,Gbagada Estate,Lagos
USR_20133,Household,12.5,2026-03-26,Free Tier,Active,6.6251191438999495,3.366885958026066,Magodo Phase 2,Lagos
USR_20134,Business,25.0,2026-01-11,Free Tier,Active,6.554151321667774,3.391496853632405,Gbagada Estate,Lagos
USR_20135,Household,12.5,2026-04-01,Premium Paid,Active,6.616758458519242,3.373500951333852,Magodo Phase 2,Lagos
USR_20136,Household,6.0,2026-01-16,Free Tier,Active,6.62174874333433,3.3786634484906437,Magodo Phase 2,Lagos
USR_20137,Household,12.5,2026-03-31,Premium Paid,Active,6.41958856836877,3.421973835224749,Lekki Phase 1,Lagos
USR_20138,Household,12.5,2026-03-02,Free Tier,Active,6.421752502605062,3.4233795035006347,Lekki Phase 1,Lagos
USR_20139,Business,50.0,2026-04-04,Free Tier,Active,6.556948092245223,3.399534185131057,Gbagada Estate,Lagos
USR_20140,Business,50.0,2026-04-23,Free Tier,Active,6.627865910209566,3.372912184884818,Magodo Phase 2,Lagos
USR_20141,Household,6.0,2026-03-21,Free Tier,Suspended,6.433402131832662,3.420555341634164,Lekki Phase 1,Lagos
USR_20142,Household,12.5,2026-01-07,Free Tier,Active,6.427783689966452,3.424862042545221,Lekki Phase 1,Lagos
USR_20143,Household,6.0,2026-01-16,Free Tier,Active,6.418467167679984,3.4249798844284047,Lekki Phase 1,Lagos
USR_20144,Household,12.5,2026-04-09,Premium Paid,Active,6.430471702981442,3.4180969423350653,Lekki Phase 1,Lagos
USR_20145,Household,12.5,2026-01-16,Free Tier,Active,6.5459158856979895,3.390218708998261,Gbagada Estate,Lagos
USR_20146,Household,12.5,2026-02-09,Premium Paid,Active,6.436564474939704,3.4256855864245166,Lekki Phase 1,Lagos
USR_20147,Household,6.0,2026-01-12,Free Tier,Active,6.546742052275414,3.3955344633861784,Gbagada Estate,Lagos
USR_20148,Household,12.5,2026-02-04,Free Tier,Active,6.624949659878032,3.3829114341018127,Magodo Phase 2,Lagos
USR_20149,Household,6.0,2026-04-23,Free Tier,Active,6.54507321857426,3.3931326626294003,Gbagada Estate,Lagos
USR_20150,Business,25.0,2026-01-21,Premium Paid,Active,6.435894979805908,3.412083311003676,Lekki Phase 1,Lagos
USR_20151,Household,12.5,2026-02-19,Free Tier,Active,6.6171279820558775,3.385380483519459,Magodo Phase 2,Lagos
USR_20152,Household,12.5,2026-02-12,Free Tier,Active,6.6253680369304435,3.37143342733275,Magodo Phase 2,Lagos
USR_20153,Household,12.5,2026-04-10,Free Tier,Active,6.545539821887917,3.3889638268089444,Gbagada Estate,Lagos
USR_20154,Business,25.0,2026-04-22,Premium Paid,Active,6.617994901592739,3.383829716391778,Magodo Phase 2,Lagos
USR_20155,Household,6.0,2026-01-17,Free Tier,Active,6.55251827308595,3.40280666738332,Gbagada Estate,Lagos
USR_20156,Household,12.5,2026-02-01,Free Tier,Suspended,6.631465700707599,3.3743608092320563,Magodo Phase 2,Lagos
USR_20157,Household,12.5,2026-02-10,Free Tier,Active,6.548025547420748,3.3987423586171386,Gbagada Estate,Lagos
USR_20158,Household,6.0,2026-01-06,Free Tier,Active,6.436261673741197,3.427987488282754,Lekki Phase 1,Lagos
USR_20159,Household,12.5,2026-03-29,Free Tier,Active,6.545516596867263,3.4022514560015518,Gbagada Estate,Lagos
USR_20160,Household,12.5,2026-01-27,Free Tier,Active,6.555637950449179,3.4065492635269288,Gbagada Estate,Lagos
USR_20161,Household,12.5,2026-01-20,Free Tier,Active,6.420549628337006,3.422580722264093,Lekki Phase 1,Lagos
USR_20162,Household,12.5,2026-01-25,Free Tier,Active,6.561789253870238,3.396600475734835,Gbagada Estate,Lagos
USR_20163,Household,12.5,2026-03-07,Free Tier,Active,6.553839898354657,3.389809213553339,Gbagada Estate,Lagos
USR_20164,Household,12.5,2026-01-09,Free Tier,Active,6.6186628728089785,3.372690132983379,Magodo Phase 2,Lagos
USR_20165,Household,12.5,2026-04-02,Free Tier,Active,6.563102448974898,3.394053347210823,Gbagada Estate,Lagos
USR_20166,Household,6.0,2026-02-22,Premium Paid,Suspended,6.622317374705393,3.3796260884712854,Magodo Phase 2,Lagos
USR_20167,Household,12.5,2026-03-02,Free Tier,Active,6.421343667448157,3.4216288477428374,Lekki Phase 1,Lagos
USR_20168,Household,12.5,2026-02-07,Premium Paid,Active,6.627870780789518,3.383537104260541,Magodo Phase 2,Lagos
USR_20169,Household,12.5,2026-01-03,Free Tier,Active,6.625625185493249,3.379581070306339,Magodo Phase 2,Lagos
USR_20170,Household,12.5,2026-03-25,Free Tier,Active,6.420625669451691,3.430815529944927,Lekki Phase 1,Lagos
USR_20171,Household,12.5,2026-03-11,Free Tier,Active,6.615751481549689,3.381693458743636,Magodo Phase 2,Lagos
USR_20172,Household,12.5,2026-04-13,Free Tier,Active,6.423396326435566,3.430571862874025,Lekki Phase 1,Lagos
USR_20173,Household,6.0,2026-04-07,Free Tier,Active,6.5585991907873895,3.4034762742595674,Gbagada Estate,Lagos
USR_20174,Household,12.5,2026-02-24,Free Tier,Active,6.548581183461198,3.3972607995327033,Gbagada Estate,Lagos
USR_20175,Household,12.5,2026-01-01,Free Tier,Active,6.6254562638917855,3.381599472364132,Magodo Phase 2,Lagos
USR_20176,Household,6.0,2026-04-11,Premium Paid,Active,6.546279187518247,3.407647306329091,Gbagada Estate,Lagos
USR_20177,Household,12.5,2026-03-11,Free Tier,Active,6.435904413411091,3.4173069718099116,Lekki Phase 1,Lagos
USR_20178,Business,50.0,2026-02-14,Premium Paid,Active,6.560655204860646,3.3987664784607965,Gbagada Estate,Lagos
USR_20179,Household,12.5,2026-04-08,Free Tier,Active,6.42733612963124,3.418188682116228,Lekki Phase 1,Lagos
USR_20180,Household,6.0,2026-02-16,Free Tier,Active,6.555819371732632,3.4029977823540722,Gbagada Estate,Lagos
USR_20181,Household,6.0,2026-03-20,Free Tier,Active,6.621318658099256,3.378784383860166,Magodo Phase 2,Lagos
USR_20182,Business,50.0,2026-04-19,Free Tier,Active,6.558186258423106,3.4026224363403057,Gbagada Estate,Lagos
USR_20183,Business,25.0,2026-01-26,Free Tier,Active,6.545239321962623,3.4055949561137013,Gbagada Estate,Lagos
USR_20184,Household,12.5,2026-01-14,Premium Paid,Active,6.553365066295301,3.393648321633924,Gbagada Estate,Lagos
USR_20185,Household,12.5,2026-02-23,Free Tier,Active,6.422935290149593,3.421560282256879,Lekki Phase 1,Lagos
USR_20186,Household,6.0,2026-03-12,Free Tier,Active,6.435836630789379,3.4194669516336527,Lekki Phase 1,Lagos
USR_20187,Household,6.0,2026-02-15,Free Tier,Active,6.628094514935671,3.3681363746197444,Magodo Phase 2,Lagos
USR_20188,Household,12.5,2026-01-31,Free Tier,Active,6.427621134043021,3.431733722807855,Lekki Phase 1,Lagos
USR_20189,Household,12.5,2026-03-29,Free Tier,Active,6.559608756055846,3.3926105697688125,Gbagada Estate,Lagos
USR_20190,Household,12.5,2026-02-28,Premium Paid,Active,6.554228829473958,3.3930724952729716,Gbagada Estate,Lagos
USR_20191,Business,25.0,2026-04-05,Free Tier,Suspended,6.42629121854525,3.427501680474699,Lekki Phase 1,Lagos
USR_20192,Business,25.0,2026-01-29,Free Tier,Retained,6.5596244963058075,3.3929620075580478,Gbagada Estate,Lagos
USR_20193,Household,12.5,2026-04-16,Premium Paid,Active,6.631544466363097,3.3780513636552962,Magodo Phase 2,Lagos
USR_20194,Household,12.5,2026-04-06,Free Tier,Active,6.62069848581924,3.376238711615617,Magodo Phase 2,Lagos
USR_20195,Household,12.5,2026-01-17,Premium Paid,Active,6.430201425068755,3.4230978106369156,Lekki Phase 1,Lagos
USR_20196,Household,12.5,2026-01-14,Premium Paid,Retained,6.427828100710723,3.421998656081788,Lekki Phase 1,Lagos
USR_20197,Business,25.0,2026-04-14,Premium Paid,Active,6.616628238208557,3.3824546580860932,Magodo Phase 2,Lagos
USR_20198,Business,25.0,2026-02-05,Free Tier,Active,6.62393520639882,3.368821597234094,Magodo Phase 2,Lagos
USR_20199,Household,12.5,2026-02-27,Free Tier,Active,6.433423142031655,3.430548879567547,Lekki Phase 1,Lagos
USR_20200,Household,6.0,2026-04-22,Free Tier,Active,6.437046137984739,3.4192803546482233,Lekki Phase 1,Lagos
USR_20201,Household,6.0,2026-01-24,Free Tier,Active,6.420810337471215,3.422267992532661,Lekki Phase 1,Lagos
USR_20202,Household,12.5,2026-04-19,Free Tier,Active,6.546452184586984,3.4070797483702524,Gbagada Estate,Lagos
USR_20203,Business,25.0,2026-03-04,Free Tier,Active,6.421771592547103,3.4169553171990232,Lekki Phase 1,Lagos
USR_20204,Household,12.5,2026-04-28,Free Tier,Active,6.426232730537699,3.4195632893711823,Lekki Phase 1,Lagos
USR_20205,Household,12.5,2026-04-01,Premium Paid,Active,6.560093257847957,3.3975263364110195,Gbagada Estate,Lagos
USR_20206,Household,12.5,2026-01-25,Free Tier,Active,6.616515365200066,3.371544197909721,Magodo Phase 2,Lagos
USR_20207,Household,6.0,2026-02-28,Premium Paid,Active,6.42828226770375,3.4148490783485226,Lekki Phase 1,Lagos
USR_20208,Household,12.5,2026-02-01,Free Tier,Active,6.55643311351292,3.399714946131023,Gbagada Estate,Lagos
USR_20209,Household,12.5,2026-04-26,Free Tier,Active,6.432394046327645,3.4306540923075874,Lekki Phase 1,Lagos
USR_20210,Household,12.5,2026-03-23,Premium Paid,Active,6.436345091222023,3.430821512361377,Lekki Phase 1,Lagos
USR_20211,Household,12.5,2026-04-20,Premium Paid,Active,6.549094311940474,3.391031306132787,Gbagada Estate,Lagos
USR_20212,Household,6.0,2026-01-18,Free Tier,Active,6.619145534009929,3.3841017034553262,Magodo Phase 2,Lagos
USR_20213,Household,12.5,2026-02-06,Free Tier,Active,6.563641069492469,3.4055864990214095,Gbagada Estate,Lagos
USR_20214,Household,12.5,2026-01-26,Premium Paid,Active,6.420300354422551,3.4308485599611958,Lekki Phase 1,Lagos
USR_20215,Household,6.0,2026-01-09,Free Tier,Active,6.621567160547015,3.366386205815247,Magodo Phase 2,Lagos
USR_20216,Household,12.5,2026-04-09,Premium Paid,Active,6.553047874814964,3.3893213833935096,Gbagada Estate,Lagos
USR_20217,Household,12.5,2026-03-05,Free Tier,Active,6.555077558423222,3.395171080548741,Gbagada Estate,Lagos
USR_20218,Household,12.5,2026-03-13,Free Tier,Active,6.622568698671881,3.3784634072148623,Magodo Phase 2,Lagos
USR_20219,Household,12.5,2026-01-20,Premium Paid,Active,6.435476021916356,3.4251380315294386,Lekki Phase 1,Lagos
USR_20220,Household,6.0,2026-02-23,Premium Paid,Active,6.552880977369563,3.4047885570734073,Gbagada Estate,Lagos
USR_20221,Household,6.0,2026-04-16,Premium Paid,Active,6.562311642751462,3.390795199328644,Gbagada Estate,Lagos
USR_20222,Household,6.0,2026-03-27,Free Tier,Active,6.554838659551056,3.394090239194849,Gbagada Estate,Lagos
USR_20223,Household,12.5,2026-03-24,Premium Paid,Active,6.419041223957539,3.4252709339022798,Lekki Phase 1,Lagos
USR_20224,Household,6.0,2026-01-30,Free Tier,Active,6.561455415549184,3.391658053089548,Gbagada Estate,Lagos
USR_20225,Household,6.0,2026-02-22,Premium Paid,Active,6.629348273152478,3.3832679146707387,Magodo Phase 2,Lagos
USR_20226,Business,50.0,2026-04-02,Free Tier,Active,6.63138680885333,3.3715057017817207,Magodo Phase 2,Lagos
USR_20227,Household,12.5,2026-04-09,Free Tier,Active,6.562279061303798,3.3948132550947285,Gbagada Estate,Lagos
