order_id,user_id,vendor_id,order_timestamp,peak_ordering_hour,peak_ordering_day,peak_ordering_state,status,gas_cost_ngn,delivery_fee_ngn,total_amount_ngn,commission_paid_ngn,net_platform_revenue_ngn,vendor_response_time_mins,delivery_duration_mins,weight_before_kg,weight_after_kg,photo_before_url,photo_after_url,customer_rating_score,customer_review_text,support_ticket_flag,fraud_flag,ai_prediction_confidence_pct,prediction_error_days,actual_consumption_cycle_days,days_remaining,predicted_refill_date,current_gas_level_pct,is_active_dau,is_active_mau
ORD_700024,USR_21365,VND_522,2026-05-18 12:13:00,12,Monday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,1,222,13.8,26.3,https://flameiq.com_700024.png,https://flameiq.com_700024.png,5.0,"Honest weight, highly recommended.",0,0,90.3,0,40,22,2026-06-09,55.0,0,1
ORD_700025,USR_20944,VND_513,2026-03-18 19:14:00,19,Wednesday,Lagos,Delivered,8100.0,1000,9100.0,162.0,162.0,1,56,7.86,13.86,https://flameiq.com_700025.png,https://flameiq.com_700025.png,4.0,"Honest weight, highly recommended.",0,0,93.0,5,13,9,2026-03-27,69.2,0,1
ORD_700026,USR_21393,VND_530,2026-04-19 16:28:00,16,Sunday,Lagos,Delivered,7500.0,1500,9000.0,150.0,150.0,1,184,7.7,13.7,https://flameiq.com_700026.png,https://flameiq.com_700026.png,5.0,"Honest weight, highly recommended.",0,0,96.5,0,16,10,2026-04-29,62.5,0,1
ORD_700027,USR_20153,VND_522,2026-04-26 16:12:00,16,Sunday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,2,68,13.63,26.13,https://flameiq.com_700027.png,https://flameiq.com_700027.png,5.0,"Honest weight, highly recommended.",0,0,90.0,-1,36,28,2026-05-24,77.8,1,1
ORD_700028,USR_20836,VND_542,2026-04-13 18:31:00,18,Monday,Lagos,Delivered,33750.0,1500,35250.0,675.0,675.0,4,35,22.07,47.07,https://flameiq.com_700028.png,https://flameiq.com_700028.png,5.0,"Clean cylinder, great service.",0,0,97.1,0,7,2,2026-04-15,28.6,0,1
ORD_700029,USR_21246,VND_540,2026-03-07 20:13:00,20,Saturday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,2,33,13.52,26.02,https://flameiq.com_700029.png,https://flameiq.com_700029.png,5.0,"Honest weight, highly recommended.",0,0,94.8,0,30,13,2026-03-20,43.3,0,1
ORD_700030,USR_21212,VND_515,2026-06-21 20:49:00,20,Sunday,Lagos,Delivered,16250.0,1500,17750.0,325.0,325.0,3,82,13.86,26.36,https://flameiq.com_700030.png,https://flameiq.com_700030.png,5.0,"Clean cylinder, great service.",0,0,91.3,0,47,13,2026-07-04,27.7,0,1
ORD_700031,USR_21495,VND_531,2026-02-22 08:29:00,8,Sunday,Lagos,Delivered,16250.0,2000,18250.0,325.0,325.0,3,75,13.7,26.2,https://flameiq.com_700031.png,https://flameiq.com_700031.png,5.0,"Clean cylinder, great service.",0,0,94.5,-1,31,26,2026-03-20,83.9,1,1
ORD_700032,USR_20296,VND_506,2026-03-17 16:54:00,16,Tuesday,Lagos,Cancelled,8400.0,2000,10400.0,168.0,168.0,2,91,7.52,13.52,https://flameiq.com_700032.png,https://flameiq.com_700032.png,,N/A,0,0,88.5,0,13,5,2026-03-22,38.5,1,1
ORD_700033,USR_21393,VND_517,2026-04-20 18:29:00,18,Monday,Lagos,Delivered,7500.0,2000,9500.0,150.0,150.0,1,177,7.56,13.56,https://flameiq.com_700033.png,https://flameiq.com_700033.png,5.0,"Clean cylinder, great service.",0,0,98.6,0,14,11,2026-05-01,78.6,1,1
ORD_700034,USR_20333,VND_535,2026-06-05 16:30:00,16,Friday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,4,177,7.75,13.75,https://flameiq.com_700034.png,https://flameiq.com_700034.png,4.0,Excellent and very fast!,0,0,88.7,1,23,18,2026-06-23,78.3,0,0
ORD_700035,USR_21360,VND_518,2026-05-29 07:14:00,7,Friday,Lagos,Delivered,31250.0,1000,32250.0,625.0,625.0,1,216,22.0,47.0,https://flameiq.com_700035.png,https://flameiq.com_700035.png,5.0,"Honest weight, highly recommended.",0,0,86.0,1,10,5,2026-06-03,50.0,0,1
ORD_700036,USR_21212,VND_514,2026-05-18 19:36:00,19,Monday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,1,39,13.59,26.09,https://flameiq.com_700036.png,https://flameiq.com_700036.png,5.0,Excellent and very fast!,0,0,92.7,0,33,15,2026-06-02,45.5,1,1
ORD_700037,USR_20986,VND_545,2026-02-13 20:48:00,20,Friday,Lagos,Delivered,8400.0,1000,9400.0,168.0,168.0,2,224,7.71,13.71,https://flameiq.com_700037.png,https://flameiq.com_700037.png,2.0,Gas price is a bit high.,0,0,97.7,0,19,14,2026-02-27,73.7,0,0
ORD_700038,USR_20482,VND_519,2026-04-22 17:23:00,17,Wednesday,Lagos,Delivered,16875.0,1500,18375.0,337.5,337.5,5,68,13.8,26.3,https://flameiq.com_700038.png,https://flameiq.com_700038.png,5.0,"Clean cylinder, great service.",0,0,94.3,1,21,10,2026-05-02,47.6,0,0
ORD_700039,USR_21365,VND_534,2026-03-23 19:57:00,19,Monday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,1,94,13.75,26.25,https://flameiq.com_700039.png,https://flameiq.com_700039.png,5.0,Excellent and very fast!,0,0,93.8,0,16,5,2026-03-28,31.2,0,1
ORD_700040,USR_20206,VND_535,2026-02-08 19:16:00,19,Sunday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,1,109,13.79,26.29,https://flameiq.com_700040.png,https://flameiq.com_700040.png,2.0,Gas price is a bit high.,0,0,89.0,0,30,22,2026-03-02,73.3,1,1
ORD_700041,USR_20914,VND_501,2026-05-01 08:57:00,8,Friday,Lagos,Delivered,8400.0,1000,9400.0,168.0,168.0,1,86,7.58,13.58,https://flameiq.com_700041.png,https://flameiq.com_700041.png,5.0,Excellent and very fast!,0,0,90.6,0,22,22,2026-05-23,100.0,0,0
ORD_700042,USR_20030,VND_501,2026-04-07 19:44:00,19,Tuesday,Lagos,Delivered,8400.0,1000,9400.0,168.0,168.0,4,51,7.68,13.68,https://flameiq.com_700042.png,https://flameiq.com_700042.png,5.0,"Honest weight, highly recommended.",0,0,89.3,0,15,8,2026-04-15,53.3,0,1
ORD_700043,USR_20622,VND_505,2026-03-29 19:29:00,19,Sunday,Lagos,Delivered,8100.0,2000,10100.0,162.0,162.0,6,45,7.51,13.51,https://flameiq.com_700043.png,https://flameiq.com_700043.png,4.0,"Clean cylinder, great service.",0,0,94.8,2,15,2,2026-03-31,13.3,0,0
ORD_700044,USR_20038,VND_503,2026-03-24 18:49:00,18,Tuesday,Lagos,Delivered,7200.0,1000,8200.0,144.0,644.0,1,165,7.58,13.58,https://flameiq.com_700044.png,https://flameiq.com_700044.png,2.0,Gas price is a bit high.,0,0,91.9,2,14,10,2026-04-03,71.4,0,1
ORD_700045,USR_21343,VND_516,2026-04-13 18:19:00,18,Monday,Lagos,Delivered,7200.0,1000,8200.0,144.0,144.0,14,225,7.82,13.82,https://flameiq.com_700045.png,https://flameiq.com_700045.png,4.0,Excellent and very fast!,0,0,93.7,-1,17,3,2026-04-16,17.6,1,1
ORD_700046,USR_21104,VND_512,2026-03-05 12:16:00,12,Thursday,Lagos,Delivered,33750.0,1500,35250.0,675.0,1175.0,6,102,22.35,47.35,https://flameiq.com_700046.png,https://flameiq.com_700046.png,4.0,Excellent and very fast!,0,0,95.8,1,9,0,2026-03-05,0.0,0,1
ORD_700047,USR_20527,VND_543,2026-07-06 12:46:00,12,Monday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,1,62,7.59,13.59,https://flameiq.com_700047.png,https://flameiq.com_700047.png,5.0,"Honest weight, highly recommended.",0,0,95.8,0,22,11,2026-07-17,50.0,1,1
ORD_700048,USR_21067,VND_522,2026-05-30 19:01:00,19,Saturday,Lagos,Delivered,16250.0,1500,17750.0,325.0,325.0,4,43,13.82,26.32,https://flameiq.com_700048.png,https://flameiq.com_700048.png,5.0,"Clean cylinder, great service.",0,0,99.1,2,35,28,2026-06-27,80.0,0,1
ORD_700049,USR_21166,VND_532,2026-05-31 18:58:00,18,Sunday,Lagos,Delivered,16250.0,1500,17750.0,325.0,825.0,2,125,13.77,26.27,https://flameiq.com_700049.png,https://flameiq.com_700049.png,5.0,Excellent and very fast!,0,0,99.0,0,19,19,2026-06-19,100.0,0,1
ORD_700050,USR_20993,VND_508,2026-04-25 16:19:00,16,Saturday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,3,52,7.72,13.72,https://flameiq.com_700050.png,https://flameiq.com_700050.png,5.0,Excellent and very fast!,0,0,94.4,0,12,7,2026-05-02,58.3,0,1
ORD_700051,USR_20962,VND_536,2026-03-28 17:22:00,17,Saturday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,1,169,7.89,13.89,https://flameiq.com_700051.png,https://flameiq.com_700051.png,5.0,"Honest weight, highly recommended.",0,0,94.8,2,12,9,2026-04-06,75.0,0,1
ORD_700052,USR_20185,VND_543,2026-04-07 20:55:00,20,Tuesday,Lagos,Delivered,15625.0,1000,16625.0,312.5,312.5,11,39,13.86,26.36,https://flameiq.com_700052.png,https://flameiq.com_700052.png,5.0,"Clean cylinder, great service.",0,0,95.3,1,26,1,2026-04-08,3.8,0,1
ORD_700053,USR_20185,VND_541,2026-03-14 17:57:00,17,Saturday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,2,30,13.58,26.08,https://flameiq.com_700053.png,https://flameiq.com_700053.png,3.0,Gas price is a bit high.,0,0,96.3,0,32,4,2026-03-18,12.5,0,1
ORD_700054,USR_20930,VND_507,2026-06-28 17:35:00,17,Sunday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,7,48,13.62,26.12,https://flameiq.com_700054.png,https://flameiq.com_700054.png,3.0,Delay in vendor accepting my order.,0,0,90.6,1,38,30,2026-07-28,78.9,0,0
ORD_700055,USR_20268,VND_501,2026-04-01 07:31:00,7,Wednesday,Lagos,Delivered,17500.0,1000,18500.0,350.0,350.0,2,207,13.78,26.28,https://flameiq.com_700055.png,https://flameiq.com_700055.png,5.0,Excellent and very fast!,0,0,86.0,0,40,18,2026-04-19,45.0,1,1
ORD_700056,USR_20411,VND_512,2026-05-21 16:44:00,16,Thursday,Lagos,Delivered,33750.0,1500,35250.0,675.0,675.0,6,82,22.35,47.35,https://flameiq.com_700056.png,https://flameiq.com_700056.png,3.0,Gas price is a bit high.,0,0,96.8,0,9,0,2026-05-21,0.0,0,1
ORD_700057,USR_20463,VND_531,2026-04-23 17:58:00,17,Thursday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,1,82,13.78,26.28,https://flameiq.com_700057.png,https://flameiq.com_700057.png,2.0,Delay in vendor accepting my order.,0,0,98.1,0,34,1,2026-04-24,2.9,1,1
ORD_700058,USR_20186,VND_536,2026-04-08 18:20:00,18,Wednesday,Lagos,Delivered,7200.0,1000,8200.0,144.0,144.0,1,68,7.56,13.56,https://flameiq.com_700058.png,https://flameiq.com_700058.png,5.0,"Honest weight, highly recommended.",0,0,92.8,0,17,16,2026-04-24,94.1,0,1
ORD_700059,USR_21120,VND_528,2026-02-06 20:12:00,20,Friday,Lagos,Delivered,35000.0,2000,37000.0,700.0,700.0,3,146,22.4,47.4,https://flameiq.com_700059.png,https://flameiq.com_700059.png,5.0,Excellent and very fast!,1,0,92.7,0,12,0,2026-02-06,0.0,0,1
ORD_700060,USR_20454,VND_516,2026-04-24 12:07:00,12,Friday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,4,49,13.88,26.38,https://flameiq.com_700060.png,https://flameiq.com_700060.png,5.0,"Clean cylinder, great service.",0,0,87.8,2,38,13,2026-05-07,34.2,0,1
ORD_700061,USR_20524,VND_519,2026-04-24 16:13:00,16,Friday,Lagos,Delivered,16875.0,1500,18375.0,337.5,337.5,2,43,13.53,26.03,https://flameiq.com_700061.png,https://flameiq.com_700061.png,4.0,Excellent and very fast!,0,0,99.4,0,37,34,2026-05-28,91.9,0,1
ORD_700062,USR_20284,VND_540,2026-03-30 19:22:00,19,Monday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,5,149,13.71,26.21,https://flameiq.com_700062.png,https://flameiq.com_700062.png,5.0,"Clean cylinder, great service.",0,0,93.9,0,27,11,2026-04-10,40.7,0,1
ORD_700063,USR_20687,VND_522,2026-05-13 18:27:00,18,Wednesday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,3,99,13.78,26.28,https://flameiq.com_700063.png,https://flameiq.com_700063.png,5.0,Excellent and very fast!,0,0,94.1,0,38,9,2026-05-22,23.7,0,1
ORD_700064,USR_20569,VND_548,2026-06-14 07:43:00,7,Sunday,Lagos,Delivered,8100.0,2000,10100.0,162.0,162.0,1,28,7.88,13.88,https://flameiq.com_700064.png,https://flameiq.com_700064.png,2.0,Rider was late.,0,0,86.8,0,16,8,2026-06-22,50.0,1,1
ORD_700065,USR_21211,VND_501,2026-06-02 08:38:00,8,Tuesday,Lagos,Delivered,17500.0,1500,19000.0,350.0,350.0,4,170,13.54,26.04,https://flameiq.com_700065.png,https://flameiq.com_700065.png,5.0,Excellent and very fast!,0,0,99.3,2,52,26,2026-06-28,50.0,1,1
ORD_700066,USR_20267,VND_504,2026-02-26 18:55:00,18,Thursday,Lagos,Delivered,7800.0,2000,9800.0,156.0,156.0,3,71,7.83,13.83,https://flameiq.com_700066.png,https://flameiq.com_700066.png,4.0,Excellent and very fast!,0,0,86.4,0,9,0,2026-02-26,0.0,1,1
ORD_700067,USR_20287,VND_503,2026-06-13 08:47:00,8,Saturday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,6,67,13.63,26.13,https://flameiq.com_700067.png,https://flameiq.com_700067.png,5.0,Excellent and very fast!,0,0,89.5,-1,37,34,2026-07-17,91.9,0,1
ORD_700068,USR_20427,VND_512,2026-06-14 12:16:00,12,Sunday,Lagos,Delivered,33750.0,1000,34750.0,675.0,675.0,4,90,22.27,47.27,https://flameiq.com_700068.png,https://flameiq.com_700068.png,5.0,"Clean cylinder, great service.",0,0,89.0,1,11,7,2026-06-21,63.6,0,1
ORD_700069,USR_20906,VND_516,2026-03-29 07:14:00,7,Sunday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,1,114,13.71,26.21,https://flameiq.com_700069.png,https://flameiq.com_700069.png,4.0,Excellent and very fast!,0,0,88.1,-1,19,9,2026-04-07,47.4,1,1
ORD_700070,USR_21430,VND_507,2026-04-07 20:30:00,20,Tuesday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,3,99,7.8,13.8,https://flameiq.com_700070.png,https://flameiq.com_700070.png,5.0,"Clean cylinder, great service.",0,0,88.0,-1,9,3,2026-04-10,33.3,0,1
ORD_700071,USR_20938,VND_513,2026-06-10 19:09:00,19,Wednesday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,2,76,7.59,13.59,https://flameiq.com_700071.png,https://flameiq.com_700071.png,5.0,"Honest weight, highly recommended.",0,0,98.5,1,13,12,2026-06-22,92.3,0,1
ORD_700072,USR_20887,VND_524,2026-04-27 16:23:00,16,Monday,Lagos,Delivered,17500.0,1500,19000.0,350.0,350.0,4,86,13.73,26.23,https://flameiq.com_700072.png,https://flameiq.com_700072.png,5.0,"Honest weight, highly recommended.",0,0,93.2,1,40,31,2026-05-28,77.5,1,1
ORD_700073,USR_20044,VND_517,2026-03-29 07:31:00,7,Sunday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,1,173,13.9,26.4,https://flameiq.com_700073.png,https://flameiq.com_700073.png,5.0,"Clean cylinder, great service.",0,0,96.9,0,16,16,2026-04-14,100.0,0,1
ORD_700074,USR_20098,VND_535,2026-05-11 12:58:00,12,Monday,Lagos,Delivered,15000.0,1000,16000.0,300.0,800.0,1,86,13.74,26.24,https://flameiq.com_700074.png,https://flameiq.com_700074.png,2.0,Gas price is a bit high.,0,0,98.9,0,37,30,2026-06-10,81.1,1,1
ORD_700075,USR_21183,VND_529,2026-04-17 19:17:00,19,Friday,Lagos,Cancelled,30000.0,1000,31000.0,600.0,600.0,2,110,22.1,47.1,https://flameiq.com_700075.png,https://flameiq.com_700075.png,,N/A,0,0,91.5,0,8,3,2026-04-20,37.5,0,1
ORD_700076,USR_21342,VND_516,2026-04-11 17:48:00,17,Saturday,Lagos,Delivered,30000.0,1500,31500.0,600.0,600.0,4,138,22.02,47.02,https://flameiq.com_700076.png,https://flameiq.com_700076.png,3.0,Rider was late.,0,0,91.5,0,6,2,2026-04-13,33.3,1,1
ORD_700077,USR_20556,VND_511,2026-04-22 17:08:00,17,Wednesday,Lagos,Delivered,15000.0,2000,17000.0,300.0,300.0,1,26,13.7,26.2,https://flameiq.com_700077.png,https://flameiq.com_700077.png,1.0,Delay in vendor accepting my order.,0,0,94.8,0,31,2,2026-04-24,6.5,1,1
ORD_700078,USR_20701,VND_534,2026-03-26 17:24:00,17,Thursday,Lagos,Delivered,15625.0,1000,16625.0,312.5,812.5,11,78,13.86,26.36,https://flameiq.com_700078.png,https://flameiq.com_700078.png,5.0,"Honest weight, highly recommended.",0,0,97.8,0,39,34,2026-04-29,87.2,1,1
ORD_700079,USR_20422,VND_512,2026-03-25 18:53:00,18,Wednesday,Lagos,Delivered,16875.0,1500,18375.0,337.5,337.5,14,28,13.6,26.1,https://flameiq.com_700079.png,https://flameiq.com_700079.png,5.0,Excellent and very fast!,0,0,86.7,1,41,20,2026-04-14,48.8,1,1
ORD_700080,USR_21416,VND_520,2026-06-07 20:25:00,20,Sunday,Lagos,Cancelled,15000.0,1500,16500.0,300.0,300.0,2,39,13.58,26.08,https://flameiq.com_700080.png,https://flameiq.com_700080.png,,N/A,0,0,99.3,0,35,9,2026-06-16,25.7,0,0
ORD_700081,USR_21332,VND_502,2026-06-13 18:18:00,18,Saturday,Lagos,Delivered,16875.0,1000,17875.0,337.5,837.5,1,111,13.55,26.05,https://flameiq.com_700081.png,https://flameiq.com_700081.png,5.0,Excellent and very fast!,0,0,96.5,1,39,9,2026-06-22,23.1,0,1
ORD_700082,USR_20982,VND_516,2026-02-20 07:49:00,7,Friday,Lagos,Cancelled,15000.0,1000,16000.0,300.0,300.0,3,35,13.7,26.2,https://flameiq.com_700082.png,https://flameiq.com_700082.png,,N/A,0,0,96.4,0,18,8,2026-02-28,44.4,1,1
ORD_700083,USR_20507,VND_527,2026-05-09 17:34:00,17,Saturday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,8,109,13.53,26.03,https://flameiq.com_700083.png,https://flameiq.com_700083.png,4.0,Excellent and very fast!,0,0,88.8,0,41,40,2026-06-18,97.6,0,1
ORD_700084,USR_21152,VND_543,2026-02-11 19:18:00,19,Wednesday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,1,66,7.73,13.73,https://flameiq.com_700084.png,https://flameiq.com_700084.png,5.0,"Honest weight, highly recommended.",0,0,93.3,0,18,2,2026-02-13,11.1,0,1
ORD_700085,USR_20108,VND_536,2026-03-19 07:25:00,7,Thursday,Lagos,Delivered,15000.0,1000,16000.0,300.0,800.0,4,230,13.85,26.35,https://flameiq.com_700085.png,https://flameiq.com_700085.png,4.0,"Honest weight, highly recommended.",0,0,86.2,0,27,10,2026-03-29,37.0,0,0
ORD_700086,USR_21146,VND_507,2026-04-13 16:22:00,16,Monday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,2,49,7.77,13.77,https://flameiq.com_700086.png,https://flameiq.com_700086.png,5.0,Excellent and very fast!,0,0,90.6,-1,19,2,2026-04-15,10.5,1,1
ORD_700087,USR_20291,VND_502,2026-04-18 19:01:00,19,Saturday,Lagos,Cancelled,16875.0,1000,17875.0,337.5,337.5,4,135,13.58,26.08,https://flameiq.com_700087.png,https://flameiq.com_700087.png,,N/A,0,0,92.5,0,49,11,2026-04-29,22.4,0,1
