user_id,refill_cycle_id,refill_date,cylinder_size_kg,refill_quantity_kg,household_size,meals_per_day,cooking_days_per_week,lpg_primary_fuel,usage_change,festive_period,refill_month,previous_cycle_days,average_previous_cycle_days,number_previous_cycles,actual_cycle_days
USR_20013,USR_20013_C07,2025-09-04,12.5,12.39,4,3,7,1,normal,0,9,21.0,29.666666666666668,6,34
USR_20014,USR_20014_C01,2025-03-20,12.5,11.76,7,2,6,0,normal,0,3,,,0,55
USR_20014,USR_20014_C02,2025-05-14,12.5,12.19,7,2,6,0,normal,0,5,55.0,55.0,1,55
USR_20014,USR_20014_C03,2025-07-08,12.5,12.35,7,2,6,0,normal,0,7,55.0,55.0,2,55
USR_20014,USR_20014_C04,2025-09-01,12.5,12.02,7,2,6,0,normal,0,9,55.0,55.0,3,50
USR_20014,USR_20014_C05,2025-10-21,12.5,11.19,7,2,6,0,more,0,10,50.0,53.75,4,38
USR_20014,USR_20014_C06,2025-11-28,12.5,11.25,7,2,6,0,normal,0,11,38.0,50.6,5,51
USR_20014,USR_20014_C07,2026-01-18,12.5,9.87,7,2,6,0,more,1,1,51.0,50.666666666666664,6,26
USR_20014,USR_20014_C08,2026-02-13,12.5,11.84,7,2,6,0,normal,0,2,26.0,47.142857142857146,7,50
USR_20015,USR_20015_C01,2025-03-21,12.5,12.4,5,2,7,1,normal,0,3,,,0,41
USR_20015,USR_20015_C02,2025-05-01,12.5,12.05,5,2,7,1,more,0,5,41.0,41.0,1,39
USR_20015,USR_20015_C03,2025-06-09,12.5,12.18,5,2,7,1,normal,0,6,39.0,40.0,2,43
USR_20015,USR_20015_C04,2025-07-22,12.5,12.21,5,2,7,1,normal,0,7,43.0,41.0,3,42
USR_20015,USR_20015_C05,2025-09-02,12.5,12.45,5,2,7,1,normal,0,9,42.0,41.25,4,40
USR_20015,USR_20015_C06,2025-10-12,12.5,12.23,5,2,7,1,less,0,10,40.0,41.0,5,59
USR_20016,USR_20016_C01,2025-04-25,12.5,11.82,6,3,7,1,normal,0,4,,,0,34
USR_20016,USR_20016_C02,2025-05-29,12.5,11.58,6,3,7,1,more,0,5,34.0,34.0,1,21
USR_20016,USR_20016_C03,2025-06-19,12.5,12.43,6,3,7,1,normal,0,6,21.0,27.5,2,24
USR_20016,USR_20016_C04,2025-07-13,12.5,12.19,6,3,7,1,normal,0,7,24.0,26.333333333333332,3,29
USR_20016,USR_20016_C05,2025-08-11,12.5,12.44,6,3,7,1,normal,0,8,29.0,27.0,4,32
USR_20017,USR_20017_C01,2025-04-17,12.5,9.78,4,2,7,0,normal,0,4,,,0,59
USR_20017,USR_20017_C02,2025-06-15,12.5,7.58,4,2,7,0,normal,0,6,59.0,59.0,1,51
USR_20017,USR_20017_C03,2025-08-05,12.5,8.78,4,2,7,0,normal,0,8,51.0,55.0,2,63
USR_20017,USR_20017_C04,2025-10-07,12.5,9.07,4,2,7,0,normal,0,10,63.0,57.666666666666664,3,49
USR_20017,USR_20017_C05,2025-11-25,12.5,7.82,4,2,7,0,normal,0,11,49.0,55.5,4,58
USR_20017,USR_20017_C06,2026-01-22,12.5,12.32,4,2,7,0,less,1,1,58.0,56.0,5,75
USR_20017,USR_20017_C07,2026-04-07,12.5,11.76,4,2,7,0,less,0,4,75.0,59.166666666666664,6,75
USR_20018,USR_20018_C01,2025-03-27,6.0,5.74,2,2,7,0,less,0,3,,,0,38
USR_20018,USR_20018_C02,2025-05-04,6.0,5.86,2,2,7,0,normal,0,5,38.0,38.0,1,25
USR_20018,USR_20018_C03,2025-05-29,6.0,5.81,2,2,7,0,normal,0,5,25.0,31.5,2,28
USR_20018,USR_20018_C04,2025-06-26,6.0,5.58,2,2,7,0,less,0,6,28.0,30.333333333333332,3,36
USR_20018,USR_20018_C05,2025-08-01,6.0,5.7,2,2,7,0,normal,0,8,36.0,31.75,4,34
USR_20018,USR_20018_C06,2025-09-04,6.0,4.07,2,2,7,0,normal,0,9,34.0,32.2,5,21
USR_20018,USR_20018_C07,2025-09-25,6.0,5.83,2,2,7,0,more,0,9,21.0,30.333333333333332,6,20
USR_20019,USR_20019_C01,2025-01-08,6.0,5.54,3,2,7,1,normal,1,1,,,0,20
USR_20019,USR_20019_C02,2025-01-28,6.0,5.68,3,2,7,1,normal,1,1,20.0,20.0,1,22
USR_20019,USR_20019_C03,2025-02-19,6.0,3.5,3,2,7,1,normal,0,2,22.0,21.0,2,14
USR_20019,USR_20019_C04,2025-03-05,6.0,4.65,3,2,7,1,less,0,3,14.0,18.666666666666668,3,25
USR_20019,USR_20019_C05,2025-03-30,6.0,5.71,3,2,7,1,normal,0,3,25.0,20.25,4,26
USR_20020,USR_20020_C01,2025-02-20,12.5,12.17,3,1,7,1,normal,0,2,,,0,61
USR_20020,USR_20020_C02,2025-04-22,12.5,12.46,3,1,7,1,normal,0,4,61.0,61.0,1,58
USR_20020,USR_20020_C03,2025-06-19,12.5,12.39,3,1,7,1,normal,0,6,58.0,59.5,2,64
USR_20020,USR_20020_C04,2025-08-22,12.5,11.75,3,1,7,1,normal,0,8,64.0,61.0,3,55
USR_20020,USR_20020_C05,2025-10-16,12.5,12.43,3,1,7,1,normal,0,10,55.0,59.5,4,53
USR_20020,USR_20020_C06,2025-12-08,12.5,9.88,3,1,7,1,more,1,12,53.0,58.2,5,37
USR_20021,USR_20021_C01,2025-03-29,12.5,11.95,6,2,7,1,normal,0,3,,,0,35
USR_20021,USR_20021_C02,2025-05-03,12.5,12.09,6,2,7,1,normal,0,5,35.0,35.0,1,48
USR_20021,USR_20021_C03,2025-06-20,12.5,12.14,6,2,7,1,less,0,6,48.0,41.5,2,51
USR_20021,USR_20021_C04,2025-08-10,12.5,11.74,6,2,7,1,normal,0,8,51.0,44.666666666666664,3,33
USR_20021,USR_20021_C05,2025-09-12,12.5,12.31,6,2,7,1,normal,0,9,33.0,41.75,4,42
USR_20022,USR_20022_C01,2025-03-16,12.5,8.08,5,2,4,1,normal,0,3,,,0,27
USR_20022,USR_20022_C02,2025-04-12,12.5,9.82,5,2,4,1,normal,0,4,27.0,27.0,1,37
USR_20022,USR_20022_C03,2025-05-19,12.5,12.39,5,2,4,1,normal,0,5,37.0,32.0,2,44
USR_20022,USR_20022_C04,2025-07-02,12.5,11.87,5,2,4,1,normal,0,7,44.0,36.0,3,32
USR_20022,USR_20022_C05,2025-08-03,12.5,12.44,5,2,4,1,normal,0,8,32.0,35.0,4,43
USR_20022,USR_20022_C06,2025-09-15,12.5,11.55,5,2,4,1,normal,0,9,43.0,36.6,5,37
USR_20022,USR_20022_C07,2025-10-22,12.5,9.97,5,2,4,1,normal,0,10,37.0,36.666666666666664,6,33
USR_20022,USR_20022_C08,2025-11-24,12.5,11.58,5,2,4,1,more,0,11,33.0,36.142857142857146,7,27
USR_20022,USR_20022_C09,2025-12-21,12.5,7.75,5,2,4,1,normal,1,12,27.0,35.0,8,28
USR_20023,USR_20023_C01,2025-02-08,12.5,11.77,6,1,7,1,normal,0,2,,,0,28
USR_20023,USR_20023_C02,2025-03-08,12.5,8.32,6,1,7,1,normal,0,3,28.0,28.0,1,19
USR_20023,USR_20023_C03,2025-03-27,12.5,11.61,6,1,7,1,normal,0,3,19.0,23.5,2,23
USR_20023,USR_20023_C04,2025-04-19,12.5,11.75,6,1,7,1,normal,0,4,23.0,23.333333333333332,3,25
USR_20023,USR_20023_C05,2025-05-14,12.5,12.19,6,1,7,1,normal,0,5,25.0,23.75,4,26
USR_20024,USR_20024_C01,2025-04-27,12.5,11.84,4,3,7,1,normal,0,4,,,0,24
USR_20024,USR_20024_C02,2025-05-21,12.5,12.25,4,3,7,1,normal,0,5,24.0,24.0,1,26
USR_20024,USR_20024_C03,2025-06-16,12.5,12.47,4,3,7,1,more,0,6,26.0,25.0,2,22
USR_20024,USR_20024_C04,2025-07-08,12.5,12.05,4,3,7,1,more,0,7,22.0,24.0,3,22
USR_20025,USR_20025_C01,2025-04-27,12.5,11.56,8,2,7,1,less,0,4,,,0,52
USR_20025,USR_20025_C02,2025-06-18,12.5,12.3,8,2,7,1,normal,0,6,52.0,52.0,1,41
USR_20025,USR_20025_C03,2025-07-29,12.5,12.08,8,2,7,1,normal,0,7,41.0,46.5,2,35
USR_20025,USR_20025_C04,2025-09-02,12.5,11.9,8,2,7,1,normal,0,9,35.0,42.666666666666664,3,39
USR_20026,USR_20026_C01,2025-01-05,12.5,11.85,7,2,7,1,more,1,1,,,0,26
USR_20026,USR_20026_C02,2025-01-31,12.5,12.4,7,2,7,1,more,1,1,26.0,26.0,1,23
USR_20026,USR_20026_C03,2025-02-23,12.5,11.62,7,2,7,1,more,0,2,23.0,24.5,2,27
USR_20026,USR_20026_C04,2025-03-22,12.5,11.87,7,2,7,1,normal,0,3,27.0,25.333333333333332,3,31
USR_20027,USR_20027_C01,2025-02-06,12.5,11.62,6,2,4,1,normal,0,2,,,0,41
USR_20027,USR_20027_C02,2025-03-19,12.5,12.14,6,2,4,1,normal,0,3,41.0,41.0,1,45
USR_20027,USR_20027_C03,2025-05-03,12.5,11.92,6,2,4,1,normal,0,5,45.0,43.0,2,38
USR_20027,USR_20027_C04,2025-06-10,12.5,11.67,6,2,4,1,normal,0,6,38.0,41.333333333333336,3,50
USR_20027,USR_20027_C05,2025-07-30,12.5,12.07,6,2,4,1,normal,0,7,50.0,43.5,4,45
USR_20028,USR_20028_C01,2025-04-01,12.5,11.56,3,2,7,1,normal,0,4,,,0,33
USR_20028,USR_20028_C02,2025-05-04,12.5,10.46,3,2,7,1,normal,0,5,33.0,33.0,1,25
USR_20028,USR_20028_C03,2025-05-29,12.5,11.07,3,2,7,1,more,0,5,25.0,29.0,2,27
USR_20028,USR_20028_C04,2025-06-25,12.5,12.19,3,2,7,1,normal,0,6,27.0,28.333333333333332,3,34
USR_20028,USR_20028_C05,2025-07-29,12.5,12.33,3,2,7,1,less,0,7,34.0,29.75,4,44
USR_20029,USR_20029_C01,2025-01-28,6.0,4.72,3,2,7,1,less,1,1,,,0,21
USR_20029,USR_20029_C02,2025-02-18,6.0,4.58,3,2,7,1,normal,0,2,21.0,21.0,1,15
USR_20029,USR_20029_C03,2025-03-05,6.0,5.89,3,2,7,1,normal,0,3,15.0,18.0,2,20
USR_20029,USR_20029_C04,2025-03-25,6.0,3.67,3,2,7,1,normal,0,3,20.0,18.666666666666668,3,13
USR_20030,USR_20030_C01,2025-02-03,6.0,5.93,1,3,7,1,normal,0,2,,,0,26
USR_20030,USR_20030_C02,2025-03-01,6.0,5.9,1,3,7,1,less,0,3,26.0,26.0,1,32
USR_20030,USR_20030_C03,2025-04-02,6.0,5.56,1,3,7,1,less,0,4,32.0,29.0,2,27
USR_20030,USR_20030_C04,2025-04-29,6.0,4.72,1,3,7,1,normal,0,4,27.0,28.333333333333332,3,22
USR_20030,USR_20030_C05,2025-05-21,6.0,5.71,1,3,7,1,normal,0,5,22.0,26.75,4,25
USR_20030,USR_20030_C06,2025-06-15,6.0,5.9,1,3,7,1,normal,0,6,25.0,26.4,5,24
USR_20031,USR_20031_C01,2025-02-16,6.0,4.27,2,3,6,1,normal,0,2,,,0,16
USR_20031,USR_20031_C02,2025-03-04,6.0,5.92,2,3,6,1,normal,0,3,16.0,16.0,1,20
USR_20031,USR_20031_C03,2025-03-24,6.0,3.44,2,3,6,1,normal,0,3,20.0,18.0,2,14
USR_20031,USR_20031_C04,2025-04-07,6.0,4.17,2,3,6,1,more,0,4,14.0,16.666666666666668,3,12
USR_20031,USR_20031_C05,2025-04-19,6.0,4.5,2,3,6,1,normal,0,4,12.0,15.5,4,15
USR_20032,USR_20032_C01,2025-01-28,6.0,5.81,4,2,6,1,normal,1,1,,,0,18
USR_20032,USR_20032_C02,2025-02-15,6.0,5.16,4,2,6,1,normal,0,2,18.0,18.0,1,19
USR_20032,USR_20032_C03,2025-03-06,6.0,4.15,4,2,6,1,normal,0,3,19.0,18.5,2,15
USR_20032,USR_20032_C04,2025-03-21,6.0,5.57,4,2,6,1,normal,0,3,15.0,17.333333333333332,3,18
USR_20032,USR_20032_C05,2025-04-08,6.0,5.59,4,2,6,1,more,0,4,18.0,17.5,4,17
USR_20032,USR_20032_C06,2025-04-25,6.0,5.54,4,2,6,1,normal,0,4,17.0,17.4,5,18
USR_20032,USR_20032_C07,2025-05-13,6.0,5.57,4,2,6,1,less,0,5,18.0,17.5,6,30
USR_20032,USR_20032_C08,2025-06-12,6.0,5.67,4,2,6,1,less,0,6,30.0,19.285714285714285,7,25
USR_20032,USR_20032_C09,2025-07-07,6.0,5.88,4,2,6,1,normal,0,7,25.0,20.0,8,25
USR_20035,USR_20035_C01,2025-01-31,12.5,12.29,6,2,7,1,normal,1,1,,,0,27
USR_20035,USR_20035_C02,2025-02-27,12.5,8.25,6,2,7,1,normal,0,2,27.0,27.0,1,18
USR_20035,USR_20035_C03,2025-03-17,12.5,11.87,6,2,7,1,more,0,3,18.0,22.5,2,22
USR_20035,USR_20035_C04,2025-04-08,12.5,12.44,6,2,7,1,normal,0,4,22.0,22.333333333333332,3,26
USR_20035,USR_20035_C05,2025-05-04,12.5,11.52,6,2,7,1,normal,0,5,26.0,23.25,4,23
USR_20035,USR_20035_C06,2025-05-27,12.5,11.86,6,2,7,1,normal,0,5,23.0,23.2,5,29
USR_20035,USR_20035_C07,2025-06-25,12.5,11.64,6,2,7,1,normal,0,6,29.0,24.166666666666668,6,27
USR_20035,USR_20035_C08,2025-07-22,12.5,11.54,6,2,7,1,more,0,7,27.0,24.571428571428573,7,19
USR_20036,USR_20036_C01,2025-04-06,12.5,12.15,8,2,7,1,normal,0,4,,,0,23
USR_20036,USR_20036_C02,2025-04-29,12.5,11.8,8,2,7,1,less,0,4,23.0,23.0,1,32
USR_20036,USR_20036_C03,2025-05-31,12.5,11.76,8,2,7,1,normal,0,5,32.0,27.5,2,24
USR_20036,USR_20036_C04,2025-06-24,12.5,11.57,8,2,7,1,normal,0,6,24.0,26.333333333333332,3,24
USR_20036,USR_20036_C05,2025-07-18,12.5,11.68,8,2,7,1,normal,0,7,24.0,25.75,4,22
USR_20036,USR_20036_C06,2025-08-09,12.5,12.18,8,2,7,1,normal,0,8,22.0,25.0,5,24
USR_20036,USR_20036_C07,2025-09-02,12.5,8.73,8,2,7,1,more,0,9,24.0,24.833333333333332,6,13
USR_20036,USR_20036_C08,2025-09-15,12.5,11.61,8,2,7,1,normal,0,9,13.0,23.142857142857142,7,23
USR_20036,USR_20036_C09,2025-10-08,12.5,11.51,8,2,7,1,normal,0,10,23.0,23.125,8,23
USR_20036,USR_20036_C10,2025-10-31,12.5,11.82,8,2,7,1,normal,0,10,23.0,23.11111111111111,9,27
USR_20036,USR_20036_C11,2025-11-27,12.5,12.14,8,2,7,1,normal,0,11,27.0,23.5,10,25
USR_20037,USR_20037_C01,2025-02-19,12.5,11.71,4,2,7,1,normal,0,2,,,0,30
USR_20037,USR_20037_C02,2025-03-21,12.5,11.77,4,2,7,1,normal,0,3,30.0,30.0,1,28
USR_20037,USR_20037_C03,2025-04-18,12.5,12.16,4,2,7,1,normal,0,4,28.0,29.0,2,29
USR_20037,USR_20037_C04,2025-05-17,12.5,7.18,4,2,7,1,normal,0,5,29.0,29.0,3,18
USR_20038,USR_20038_C01,2025-01-15,6.0,5.87,3,2,6,1,normal,1,1,,,0,28
USR_20038,USR_20038_C02,2025-02-12,6.0,5.81,3,2,6,1,normal,0,2,28.0,28.0,1,23
USR_20038,USR_20038_C03,2025-03-07,6.0,5.89,3,2,6,1,normal,0,3,23.0,25.5,2,30
USR_20038,USR_20038_C04,2025-04-06,6.0,5.68,3,2,6,1,normal,0,4,30.0,27.0,3,27
USR_20038,USR_20038_C05,2025-05-03,6.0,5.59,3,2,6,1,normal,0,5,27.0,27.0,4,27
USR_20038,USR_20038_C06,2025-05-30,6.0,5.78,3,2,6,1,normal,0,5,27.0,27.0,5,27
USR_20038,USR_20038_C07,2025-06-26,6.0,5.58,3,2,6,1,normal,0,6,27.0,27.0,6,26
USR_20038,USR_20038_C08,2025-07-22,6.0,5.58,3,2,6,1,normal,0,7,26.0,26.857142857142858,7,30
USR_20038,USR_20038_C09,2025-08-21,6.0,5.61,3,2,6,1,normal,0,8,30.0,27.25,8,27
USR_20038,USR_20038_C10,2025-09-17,6.0,4.36,3,2,6,1,normal,0,9,27.0,27.22222222222222,9,21
USR_20039,USR_20039_C01,2025-02-22,6.0,4.08,3,2,6,1,normal,0,2,,,0,17
USR_20039,USR_20039_C02,2025-03-11,6.0,5.7,3,2,6,1,normal,0,3,17.0,17.0,1,22
USR_20039,USR_20039_C03,2025-04-02,6.0,5.68,3,2,6,1,normal,0,4,22.0,19.5,2,21
USR_20039,USR_20039_C04,2025-04-23,6.0,5.6,3,2,6,1,normal,0,4,21.0,20.0,3,20
USR_20039,USR_20039_C05,2025-05-13,6.0,5.93,3,2,6,1,normal,0,5,20.0,20.0,4,23
USR_20039,USR_20039_C06,2025-06-05,6.0,5.9,3,2,6,1,more,0,6,23.0,20.6,5,17
USR_20039,USR_20039_C07,2025-06-22,6.0,5.71,3,2,6,1,normal,0,6,17.0,20.0,6,18
USR_20039,USR_20039_C08,2025-07-10,6.0,5.84,3,2,6,1,normal,0,7,18.0,19.714285714285715,7,24
USR_20039,USR_20039_C09,2025-08-03,6.0,4.52,3,2,6,1,normal,0,8,24.0,20.25,8,18
USR_20040,USR_20040_C01,2025-04-22,6.0,5.88,2,2,6,1,normal,0,4,,,0,15
USR_20040,USR_20040_C02,2025-05-07,6.0,5.17,2,2,6,1,normal,0,5,15.0,15.0,1,16
USR_20040,USR_20040_C03,2025-05-23,6.0,3.84,2,2,6,1,normal,0,5,16.0,15.5,2,7
USR_20040,USR_20040_C04,2025-05-30,6.0,5.68,2,2,6,1,more,0,5,7.0,12.666666666666666,3,11
USR_20040,USR_20040_C05,2025-06-10,6.0,5.79,2,2,6,1,normal,0,6,11.0,12.25,4,15
USR_20040,USR_20040_C06,2025-06-25,6.0,5.72,2,2,6,1,normal,0,6,15.0,12.8,5,15
USR_20040,USR_20040_C07,2025-07-10,6.0,5.9,2,2,6,1,normal,0,7,15.0,13.166666666666666,6,16
USR_20041,USR_20041_C01,2025-02-01,12.5,10.58,3,2,7,1,less,0,2,,,0,42
USR_20041,USR_20041_C02,2025-03-15,12.5,12.36,3,2,7,1,normal,0,3,42.0,42.0,1,37
USR_20041,USR_20041_C03,2025-04-21,12.5,11.9,3,2,7,1,normal,0,4,37.0,39.5,2,47
USR_20041,USR_20041_C04,2025-06-07,12.5,10.12,3,2,7,1,less,0,6,47.0,42.0,3,36
USR_20041,USR_20041_C05,2025-07-13,12.5,11.59,3,2,7,1,normal,0,7,36.0,40.5,4,38
USR_20041,USR_20041_C06,2025-08-20,12.5,12.23,3,2,7,1,normal,0,8,38.0,40.0,5,32
USR_20041,USR_20041_C07,2025-09-21,12.5,11.65,3,2,7,1,normal,0,9,32.0,38.666666666666664,6,32
USR_20041,USR_20041_C08,2025-10-23,12.5,9.54,3,2,7,1,normal,0,10,32.0,37.714285714285715,7,33
USR_20041,USR_20041_C09,2025-11-25,12.5,11.64,3,2,7,1,normal,0,11,33.0,37.125,8,35
USR_20041,USR_20041_C10,2025-12-30,12.5,11.18,3,2,7,1,normal,1,12,35.0,36.888888888888886,9,35
USR_20041,USR_20041_C11,2026-02-03,12.5,9.56,3,2,7,1,normal,0,2,35.0,36.7,10,26
USR_20042,USR_20042_C01,2025-04-20,6.0,5.71,3,2,7,0,normal,0,4,,,0,32
USR_20042,USR_20042_C02,2025-05-22,6.0,5.53,3,2,7,0,normal,0,5,32.0,32.0,1,39
